############################################################
0.38643216 0.29095477 0.18592965 0.13819095 
0.3959799 0.29095477 0.19547739 0.13819095 
0.3959799 0.29095477 0.19547739 0.14773869 
0.3959799 0.29095477 0.19547739 0.14773869 
0.3959799 0.29095477 0.19547739 0.15728643 
0.3959799 0.29095477 0.20502513 0.17638191 
0.3959799 0.30050251 0.20502513 0.2241206 
0.3959799 0.30050251 0.21457286 0.2718593 
0.3959799 0.30050251 0.2241206 0.31005025 
0.3959799 0.31005025 0.25276382 0.32914573 
0.3959799 0.31005025 0.29095477 0.34824121 
0.3959799 0.31959799 0.35778894 0.35778894 
0.3959799 0.31959799 0.40552764 0.37688442 
0.3959799 0.32914573 0.44371859 0.38643216 
0.3959799 0.33869347 0.45326633 0.41507538 
0.3959799 0.35778894 0.47236181 0.46281407 
0.3959799 0.37688442 0.48190955 0.49145729 
0.3959799 0.40552764 0.49145729 0.50100503 
0.3959799 0.43417085 0.50100503 0.51055276 
0.3959799 0.48190955 0.51055276 0.52964824 
0.3959799 0.53919598 0.52964824 0.54874372 
0.3959799 0.57738693 0.54874372 0.57738693 
0.3959799 0.61557789 0.58693467 0.61557789 
0.3959799 0.64422111 0.62512563 0.64422111 
0.3959799 0.67286432 0.66331658 0.66331658 
0.3959799 0.68241206 0.70150754 0.67286432 
0.3959799 0.70150754 0.73015075 0.6919598 
0.3959799 0.71105528 0.74924623 0.71105528 
0.3959799 0.72060302 0.75879397 0.73015075 
0.3959799 0.73015075 0.77788945 0.77788945 
0.3959799 0.73015075 0.78743719 0.79698492 
0.3959799 0.73969849 0.79698492 0.80653266 
0.3959799 0.73969849 0.80653266 0.82562814 
0.40552764 0.74924623 0.8160804 0.8638191 
0.40552764 0.74924623 0.83517588 0.89246231 
0.40552764 0.74924623 0.85427136 0.91155779 
0.40552764 0.75879397 0.89246231 0.93065327 
0.40552764 0.75879397 0.94974874 0.94020101 
0.40552764 0.75879397 0.9879397 0.95929648 
0.40552764 0.75879397 1.0261307 0.9879397 
############################################################
0.0038190955 0.0046774176 0.0046774176 0.0038190955 
0 0.0038190955 0.0038190955 0.0046774176 
0.0038190955 0 0 0.0071448734 
0.0046774176 0 0.0038190955 0.026733668 
0.0038190955 0.0046774176 0.0046774176 0.0085397571 
0 0.0046774176 0.0060385202 0.026596922 
0 0.0046774176 0.0071448734 0.028959725 
0 0.0038190955 0.0085397571 0.049279652 
0 0 0.017079514 0.071601675 
0 0.0038190955 0.027407166 0.058979992 
0 0 0.051451594 0.025902366 
0 0.0046774176 0.053807247 0.013502542 
0 0.0046774176 0.012666507 0.033294102 
0 0.0038190955 0.014032253 0.035724367 
0 0.012666507 0.0085397571 0.035519641 
0 0.0097368212 0.028579494 0.04122147 
0 0.012666507 0.007638191 0.04201005 
0.0038190955 0.01870967 0.011134481 0.011457286 
0.0038190955 0.026321299 0.011134481 0.04244182 
0 0.029210464 0.014791293 0.04244182 
0.0046774176 0.035724367 0.007638191 0.032293383 
0.0038190955 0.029828089 0.017079514 0.047776869 
0.0038190955 0.027407166 0.047700487 0.062637823 
0.0046774176 0.016647051 0.035002588 0.011134481 
0.0046774176 0.017708417 0.032293383 0.015513239 
0.0038190955 0.007638191 0.035927926 0.043544388 
0.0038190955 0.007638191 0.061165172 0.055541257 
0.0046774176 0.0071448734 0.040327189 0.085695941 
0.0038190955 0.011134481 0.013502542 0.047393728 
0.0071448734 0 0.021772194 0.041661413 
0.0071448734 0.011134481 0.031608639 0.096729478 
0.0085397571 0.019473642 0.0085397571 0.065204834 
0.0097368212 0.0060385202 0.014289747 0.032293383 
0.0097368212 0.007638191 0.022268962 0.059656178 
0.0097368212 0.0038190955 0.038853549 0.14979912 
0.010459024 0.0046774176 0.060203773 0.21395458 
0.0071448734 0.0097368212 0.051804732 0.038381435 
0.011457286 0.0060385202 0.063159572 0.066148674 
0.017708417 0.0046774176 0.036531799 0.035519641 
0.0097368212 0.012666507 0.058856214 0.20716613 
############################################################
0.65993723 0.43904432 0.289232 0.22930465 
0.6577938 0.45474531 0.2852275 0.22256817 
0.65610133 0.45092061 0.29945322 0.23193388 
0.65471068 0.44656733 0.29337242 0.23673375 
0.67267642 0.46071326 0.30473223 0.25282509 
0.67176124 0.45503182 0.31343986 0.29025175 
0.6709941 0.46752644 0.3178931 0.29775025 
0.67033795 0.4790739 0.33644517 0.29983839 
0.66975046 0.47013926 0.36266567 0.25262411 
0.66920742 0.47845819 0.38679927 0.21694854 
0.66870215 0.50388159 0.43204333 0.20620002 
0.66822549 0.5076669 0.43558762 0.1994923 
0.66775265 0.52647098 0.39805185 0.2055542 
0.66727432 0.53951909 0.34297162 0.2053977 
0.66684629 0.56838072 0.31935502 0.22338449 
0.66640079 0.58836117 0.32222194 0.2230943 
0.66592916 0.63455359 0.31189944 0.17542771 
0.6654824 0.6736141 0.30770004 0.17892085 
0.66505201 0.72688282 0.30295044 0.18492131 
0.66457924 0.75360116 0.31268231 0.18530488 
0.66406451 0.77592383 0.33619863 0.18396197 
0.66365737 0.75516824 0.35111089 0.21306555 
0.66319736 0.74583022 0.3673793 0.2082377 
0.66267099 0.71383677 0.38702219 0.19257493 
0.6622102 0.68114419 0.39284597 0.17903305 
0.68087373 0.66085154 0.36530191 0.1834648 
0.6803652 0.64331817 0.34569201 0.18196185 
0.67980155 0.63064347 0.32093918 0.17900572 
0.6794192 0.61235555 0.32947201 0.20497882 
0.67896214 0.59414192 0.31911376 0.200895 
0.67840658 0.59510394 0.30934738 0.165155 
0.67797498 0.58297055 0.32065469 0.16830609 
0.67758681 0.57329724 0.34555443 0.19214827 
0.67710993 0.58208823 0.36046142 0.22523378 
0.67658585 0.5723191 0.38289393 0.21207226 
0.67627186 0.56682912 0.43073245 0.20802884 
0.67587685 0.56070144 0.4779086 0.20158492 
0.67537018 0.55384621 0.49909041 0.21891606 
0.67502291 0.56850224 0.50466771 0.22271365 
0.67470625 0.56472524 0.50111909 0.23575584 
############################################################
0.0029902724 0.0034126494 0.0044224372 0.0076511481 
0.006682821 0.0064178976 0.0076643517 0.0045920965 
0.0071604076 0.0025774099 0.008403453 0.012588871 
0.0017240589 0.0035629641 0.0048397493 0.022582132 
0.0073590048 0.0060278808 0.0046543626 0.013233093 
0.00094369672 0.0055817847 0.0057769203 0.029048204 
0.0016180698 0.010152161 0.013753977 0.025280243 
0.0052934681 0.011008904 0.010817287 0.031940097 
0.0066453822 0.0013545979 0.022142916 0.097924312 
0.0014063004 0.0056119917 0.023759249 0.1211034 
0.0073209652 0.0029963735 0.035302822 0.034413414 
0.0051102706 0.014874832 0.05537074 0.012392867 
0.0052004672 0.011987183 0.040796962 0.015382825 
0.0078332364 0.010612259 0.038582188 0.024796194 
0.0039111519 0.023018374 0.023953516 0.021267235 
0.0086196818 0.02222886 0.097841048 0.013976175 
0.00815944 0.024993056 0.02616996 0.024702026 
0.0069842608 0.026891166 0.018184617 0.039527286 
0.0065183477 0.030773011 0.023450888 0.015521971 
